ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
1540,.541905754,29-Nov-2025 10:45:04.04,29-Nov-2025 11:04:19.54,1,Not very interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,66,Female,E,University diploma,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Ynys Mon,Isle of Anglesey
1541,.782802755,25-Nov-2025 12:40:46.07,25-Nov-2025 13:08:00.32,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,76,Female,E,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£5,000 to £9,999 per year","£5,000 to £9,999 per year","Yes, I did",Aberafan Maesteg,Neath Port Talbot
1542,.823452831,27-Nov-2025 22:08:15.59,27-Nov-2025 22:16:29.75,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,6,10 – Very strongly,0 – Not at all,39,Female,B,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£70,000 to £99,999 per year","£45,000 to £49,999 per year","Yes, I did",Monmouthshire,Monmouthshire
1543,.815670903,28-Nov-2025 20:02:41.02,28-Nov-2025 20:23:56.09,1,Not very interested,Not very interested,Not very interested,9,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,8,8,0 – Not at all,62,Female,C1,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,"£25,000 to £29,999 per year","No, I did not","Brecon, Radnor and Cwm Tawe",Powys
1544,1.15294334,28-Nov-2025 13:06:11.71,28-Nov-2025 13:20:17.54,1,Not very interested,Not very interested,Not very interested,4,Don't know,,,,1,7,10 – Very strongly,0 – Not at all,58,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (Less than 8 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£5,000 to £9,999 per year","£5,000 to £9,999 per year","Yes, I did",Swansea West,Swansea
1545,1.692912253,6-Dec-2025 23:51:42.93,7-Dec-2025 00:01:04.00,1,Fairly interested,Very interested,Not very interested,9,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,8,10 – Very strongly,1,20,Female,B,GCE A level or Higher Certificate,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Full time student,L15: Full-time students,L15 Full-time students,"£20,000 to £24,999 per year","under £5,000 per year","No, I did not",Aberafan Maesteg,Neath Port Talbot
1546,.974540317,26-Nov-2025 10:37:50.48,26-Nov-2025 10:46:51.73,1,Fairly interested,Fairly interested,Fairly interested,9,Don't know,,,,1,9,10 – Very strongly,0 – Not at all,44,Female,C2,University diploma,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"Yes - Pentecostal (e.g. Assemblies of God, Elim Pentecostal Church, New Testament Church of God, Redeemed Christian Chur",Working part time (Less than 8 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£25,000 to £29,999 per year","under £5,000 per year","Yes, I did",Neath and Swansea East,Neath Port Talbot
1547,.986065403,6-Dec-2025 11:24:43.92,6-Dec-2025 11:42:24.28,1,Not very interested,Not at all interested,Not very interested,2,Would not vote,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,44,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"No, I did not",Cardiff West,Cardiff
1548,1.108467755,2-Dec-2025 19:13:18.90,2-Dec-2025 19:27:45.91,1,Very interested,Fairly interested,Very interested,0 – Certain NOT to vote,Would not vote,,,,1,5,10 – Very strongly,0 – Not at all,74,Male,E,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Caerphilly,Caerphilly
1549,.679582633,26-Nov-2025 11:19:40.45,26-Nov-2025 11:53:16.48,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,7,7,6,66,Male,C1,Teaching qualification (not degree),Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£10,000 to £14,999 per year",Prefer not to answer,"Yes, I did",Newport West and Islwyn,Caerphilly
1550,.768819104,25-Nov-2025 21:15:47.02,25-Nov-2025 21:27:41.00,1,Not very interested,Not very interested,Not very interested,8,Don't know,,,,1,10 – Very strongly,10 – Very strongly,2,38,Female,C2,"Other technical, professional or higher qualification",Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£10,000 to £14,999 per year","Yes, I did",Cardiff South and Penarth,Cardiff
1551,.285582072,10-Dec-2025 11:01:06.34,10-Dec-2025 11:27:20.84,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Wales Green,,,,1,10 – Very strongly,2,10 – Very strongly,30,Female,B,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£100,000 to £149,999 per year","£60,000 to £69,999 per year","Yes, I did",Cardiff North,Cardiff
1552,.764584766,27-Nov-2025 09:22:12.15,27-Nov-2025 09:35:21.47,1,Fairly interested,Fairly interested,Very interested,7,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,6,7,1,24,Female,,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Unemployed,L12: Semi-routine occupations,L12 Semi-routine occupations,"£35,000 to £39,999 per year",,"No, I did not",Montgomeryshire and Glyndwr,Powys
1553,.858664544,2-Dec-2025 21:51:38.69,2-Dec-2025 22:03:26.37,1,Not very interested,Not very interested,Fairly interested,0 – Certain NOT to vote,Would not vote,,,,1,0 – Not at all,0 – Not at all,0 – Not at all,57,Female,B,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"Yes - Evangelical – independent/non-denominational (e.g. FIEC, Pioneer, Vineyard, Newfrontiers)",Working part time (8-29 hours a week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Caerfyrddin,Carmarthenshire
1554,1.669045465,9-Dec-2025 09:23:59.31,9-Dec-2025 09:40:41.73,1,Fairly interested,Not at all interested,Fairly interested,0 – Certain NOT to vote,Would not vote,,,,1,10 – Very strongly,0 – Not at all,7,75,Male,E,Recognised trade apprenticeship completed,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£20,000 to £24,999 per year","£10,000 to £14,999 per year","No, I did not",Dwyfor Meirionnydd,Gwynedd
1555,.839659617,9-Dec-2025 10:03:19.48,9-Dec-2025 10:08:57.68,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,Devolution is at risk unless we keep the pressure up,,1,6,10 – Very strongly,0 – Not at all,53,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"No, I did not",Ynys Mon,Isle of Anglesey
1556,.356193448,28-Nov-2025 15:59:59.67,28-Nov-2025 16:12:34.41,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,6,1,10 – Very strongly,64,Male,A,"CSE grade 1, GCE O level, GCSE, School Certificate",Radio,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,"£30,000 to £34,999 per year","£25,000 to £29,999 per year","Yes, I did",Clwyd North,Conwy
1557,1.034536074,5-Dec-2025 18:03:42.78,5-Dec-2025 18:13:08.97,1,Very interested,Fairly interested,Fairly interested,8,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,10 – Very strongly,0 – Not at all,10 – Very strongly,42,Male,C1,GCE A level or Higher Certificate,A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£70,000 to £99,999 per year","£50,000 to £59,999 per year","Yes, I did",Monmouthshire,Monmouthshire
1558,.369231766,6-Dec-2025 09:57:26.03,6-Dec-2025 10:04:42.91,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,7,0 – Not at all,8,60,Female,C1,"Other technical, professional or higher qualification",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,Prefer not to answer,Prefer not to answer,"No, I did not",Ceredigion Preseli,Ceredigion
1559,1.149452638,1-Dec-2025 15:03:19.28,1-Dec-2025 15:21:03.62,1,Not very interested,Not at all interested,Not at all interested,2,Welsh Labour,,,,1,10 – Very strongly,6,8,71,Male,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£45,000 to £49,999 per year","£45,000 to £49,999 per year","No, I did not",Alyn and Deeside,Flintshire
1560,1.403626461,29-Nov-2025 11:03:00.45,29-Nov-2025 11:17:12.79,1,Not at all interested,Not at all interested,Not at all interested,5,Don't know,,,,1,8,5,6,44,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Don't know,"£25,000 to £29,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1561,.992187308,6-Dec-2025 23:12:54.49,6-Dec-2025 23:21:39.34,1,Not very interested,Not very interested,Not very interested,6,Don't know,,,,1,7,8,6,44,Female,C2,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Don't know,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£25,000 to £29,999 per year","under £5,000 per year","Yes, I did",Aberafan Maesteg,Neath Port Talbot
1562,1.213496232,6-Dec-2025 17:24:47.55,6-Dec-2025 17:35:13.88,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Reform UK,,,There's no real difference between the other parties,1,10 – Very strongly,5,4,22,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Cardiff West,"Rhondda, Cynon, Taff"
1563,.680658727,2-Dec-2025 10:46:04.10,2-Dec-2025 10:58:30.87,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,3,10 – Very strongly,0 – Not at all,62,Male,A,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Methodist,Working part time (8-29 hours a week),L9: Own account workers,L8 and L9 Small employers and own account workers,"£70,000 to £99,999 per year","£45,000 to £49,999 per year","Yes, I did",Clwyd East,Denbighshire
1564,.858359644,10-Dec-2025 11:15:52.95,10-Dec-2025 11:52:26.14,1,Not very interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,6,9,0 – Not at all,67,Female,C2,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Newport West and Islwyn,Newport
1565,.581115749,3-Dec-2025 19:00:42.82,3-Dec-2025 19:08:06.93,1,Fairly interested,Not at all interested,Not at all interested,2,Welsh Conservative,,,,1,0 – Not at all,0 – Not at all,10 – Very strongly,53,Male,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£30,000 to £34,999 per year","£25,000 to £29,999 per year","No, I did not",Bangor Aberconwy,Conwy
1566,.954835094,1-Dec-2025 19:15:04.04,1-Dec-2025 19:28:19.93,1,Not very interested,Not very interested,Not very interested,6,Don't know,,,,1,3,10 – Very strongly,0 – Not at all,75,Female,C2,No formal qualifications,None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","No, I did not",Blaenau Gwent and Rhymney,Blaenau Gwent
1567,.980897107,5-Dec-2025 19:59:16.60,5-Dec-2025 20:15:49.89,1,Not very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,7,0 – Not at all,72,Female,C1,Teaching qualification (not degree),Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£20,000 to £24,999 per year","£10,000 to £14,999 per year","Yes, I did",Alyn and Deeside,Flintshire
1568,1.709303669,28-Nov-2025 16:37:38.60,28-Nov-2025 16:50:37.98,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,0 – Not at all,10 – Very strongly,0 – Not at all,47,Male,C1,GCE A level or Higher Certificate,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£30,000 to £34,999 per year","No, I did not",Dwyfor Meirionnydd,Gwynedd
1569,1.025138696,30-Nov-2025 20:22:43.78,30-Nov-2025 20:33:43.98,1,Fairly interested,Fairly interested,Fairly interested,9,Plaid Cymru,,They are best placed to stop Reform UK,,1,8,10 – Very strongly,0 – Not at all,55,Male,E,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Unemployed,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£5,000 to £9,999 per year","£5,000 to £9,999 per year","Yes, I did",Swansea West,Swansea
1570,1.088978114,2-Dec-2025 02:43:37.99,2-Dec-2025 02:56:44.25,1,Not very interested,Fairly interested,Fairly interested,9,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,4,9,0 – Not at all,39,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£35,000 to £39,999 per year","Yes, I did",Merthyr Tydfil and Aberdare,"Rhondda, Cynon, Taff"
1571,1.021032364,5-Dec-2025 11:33:44.19,5-Dec-2025 11:49:11.91,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They are best placed to stop Plaid Cymru,1,10 – Very strongly,5,5,54,Male,C2,City & Guilds certificate - advanced,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£15,000 to £19,999 per year","£5,000 to £9,999 per year","Yes, I did",Swansea West,Swansea
1572,.9771535770000001,9-Dec-2025 11:01:03.64,9-Dec-2025 11:19:52.20,1,Very interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,Brexit is at risk unless we keep the pressure up,1,10 – Very strongly,5,0 – Not at all,63,Male,D,ONC,Social network websites,English / Welsh / Scottish / Northern Irish / British,"Yes - Evangelical – independent/non-denominational (e.g. FIEC, Pioneer, Vineyard, Newfrontiers)",Working part time (8-29 hours a week),,,"£25,000 to £29,999 per year","£30,000 to £34,999 per year","Yes, I did",Aberafan Maesteg,Neath Port Talbot
1573,1.916500273,5-Dec-2025 19:45:46.15,5-Dec-2025 19:54:59.34,1,Not at all interested,Not at all interested,Not at all interested,5,Welsh Liberal Democrat,,,,1,2,10 – Very strongly,0 – Not at all,29,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working full time (30 or more hours per week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£70,000 to £99,999 per year","£35,000 to £39,999 per year","Yes, I did",Wrexham,Wrexham
1574,1.112899575,4-Dec-2025 11:01:11.59,4-Dec-2025 12:02:38.66,1,Fairly interested,Fairly interested,Fairly interested,9,Welsh Conservative,,,,1,9,9,0 – Not at all,43,Male,A,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£70,000 to £99,999 per year","£45,000 to £49,999 per year","Yes, I did",Cardiff North,Cardiff
1575,1.618920995,6-Dec-2025 09:35:14.48,6-Dec-2025 09:45:04.16,1,Very interested,Very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,6,10 – Very strongly,0 – Not at all,43,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Baptist,Working full time (30 or more hours per week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1576,1.744131122,8-Dec-2025 15:04:24.60,8-Dec-2025 15:13:05.40,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,5,10 – Very strongly,0 – Not at all,36,Male,B,GCE A level or Higher Certificate,None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",Can't remember,Torfaen,Torfaen
1577,.762253532,28-Nov-2025 10:14:42.54,28-Nov-2025 10:28:05.60,1,Very interested,Fairly interested,Not very interested,8,Plaid Cymru,,Devolution is at risk unless we keep the pressure up,,1,7,10 – Very strongly,Don’t know,60,Male,C1,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Unemployed,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£25,000 to £29,999 per year","£5,000 to £9,999 per year","Yes, I did",Bridgend,Bridgend
1578,.48205381,29-Nov-2025 10:07:01.95,29-Nov-2025 10:27:52.22,1,Very interested,Fairly interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,7,9,0 – Not at all,65,Male,B,Prefer not to say,A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L8: Employers in small establishments,L8 and L9 Small employers and own account workers,Prefer not to answer,Prefer not to answer,"Yes, I did",Swansea West,Swansea
1579,.587306444,7-Dec-2025 12:16:25.40,7-Dec-2025 12:30:50.81,1,Fairly interested,Not very interested,Fairly interested,9,Welsh Liberal Democrat,,,,1,10 – Very strongly,0 – Not at all,0 – Not at all,71,Male,C2,GCE A level or Higher Certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,"£40,000 to £44,999 per year","£10,000 to £14,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
1580,1.216656545,25-Nov-2025 19:24:26.83,25-Nov-2025 19:29:32.89,1,Very interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,0 – Not at all,10 – Very strongly,0 – Not at all,29,Male,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,Don't know,Don't know,"Yes, I did",Merthyr Tydfil and Aberdare,Merthyr Tydfil
1581,.762938779,7-Dec-2025 18:20:38.09,7-Dec-2025 18:33:14.49,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,10 – Very strongly,5,5,36,Female,D,"CSE grade 1, GCE O level, GCSE, School Certificate",A news app on a mobile or tablet device,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Working full time (30 or more hours per week),L13: Routine occupations,L13 Routine occupations,"£45,000 to £49,999 per year","£20,000 to £24,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
1582,.769529126,1-Dec-2025 16:28:43.62,1-Dec-2025 16:48:49.18,1,Fairly interested,Fairly interested,Not very interested,8,Welsh Labour,,,,1,5,10 – Very strongly,0 – Not at all,68,Female,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,Don't know,"£10,000 to £14,999 per year","No, I did not",Neath and Swansea East,Neath Port Talbot
1583,.595870224,25-Nov-2025 18:49:55.46,25-Nov-2025 19:00:25.05,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,8,10 – Very strongly,0 – Not at all,62,Male,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L13: Routine occupations,L13 Routine occupations,Don't know,"£10,000 to £14,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
1584,3.081419528,3-Dec-2025 00:12:50.62,3-Dec-2025 00:20:55.81,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,,,,,1,0 – Not at all,10 – Very strongly,0 – Not at all,24,Female,C1,Prefer not to say,A news app on a mobile or tablet device,,,Full time student,L15: Full-time students,L15 Full-time students,Prefer not to answer,Prefer not to answer,"Yes, I did",Cardiff South and Penarth,Cardiff
1585,.75369592,10-Dec-2025 11:14:08.06,10-Dec-2025 11:26:36.37,1,Fairly interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,5,10 – Very strongly,0 – Not at all,71,Female,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£20,000 to £24,999 per year","£10,000 to £14,999 per year","Yes, I did",Montgomeryshire and Glyndwr,Powys
1586,1.771083194,8-Dec-2025 18:22:48.23,8-Dec-2025 18:32:36.45,1,Not very interested,Not at all interested,Not at all interested,6,Reform UK,,,There's no real difference between the other parties,1,6,8,0 – Not at all,50,Male,C2,Recognised trade apprenticeship completed,Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L11: Lower technical occupations,L10 and L11 Lower supervisory and technical occupations,"£70,000 to £99,999 per year","£50,000 to £59,999 per year","No, I did not",Monmouthshire,Monmouthshire
1587,.725336567,1-Dec-2025 23:53:17.73,2-Dec-2025 00:04:54.62,1,Very interested,Very interested,Very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,2,10 – Very strongly,0 – Not at all,22,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working part time (8-29 hours a week),L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Prefer not to answer,Don't know,"No, I did not",Cardiff South and Penarth,Cardiff
1588,.485386044,5-Dec-2025 18:50:42.32,5-Dec-2025 19:04:03.62,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,5,5,79,Male,B,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Torfaen,Torfaen
